"TIME","GEO","UNIT","AGE","Value"
"2010","Portugal","Number","From 50 to 64 years","168"
"2010","Portugal","Number","65 years or over","277"
"2010","Romania","Number","Less than 15 years","95"
"2010","Romania","Number","From 15 to 17 years","50"
"2010","Romania","Number","From 18 to 24 years","307"
"2010","Romania","Number","From 25 to 49 years","849"
"2010","Romania","Number","From 50 to 64 years","577"
"2010","Romania","Number","65 years or over","494"
"2010","Slovenia","Number","Less than 15 years","2"
"2010","Slovenia","Number","From 15 to 17 years","4"
"2010","Slovenia","Number","From 18 to 24 years","19"
"2010","Slovenia","Number","From 25 to 49 years","54"
"2010","Slovenia","Number","From 50 to 64 years","29"
"2010","Slovenia","Number","65 years or over","30"
"2010","Slovakia","Number","Less than 15 years","11"
"2010","Slovakia","Number","From 15 to 17 years","7"
"2010","Slovakia","Number","From 18 to 24 years","59"
"2010","Slovakia","Number","From 25 to 49 years","126"
"2010","Slovakia","Number","From 50 to 64 years","67"
"2010","Slovakia","Number","65 years or over","48"
"2010","Finland","Number","Less than 15 years","7"
"2010","Finland","Number","From 15 to 17 years","13"
"2010","Finland","Number","From 18 to 24 years","48"
"2010","Finland","Number","From 25 to 49 years","93"
"2010","Finland","Number","From 50 to 64 years","47"
"2010","Finland","Number","65 years or over","64"
"2010","Sweden","Number","Less than 15 years","9"
"2010","Sweden","Number","From 15 to 17 years","5"
"2010","Sweden","Number","From 18 to 24 years","47"
"2010","Sweden","Number","From 25 to 49 years","82"
"2010","Sweden","Number","From 50 to 64 years","52"
"2010","Sweden","Number","65 years or over","71"
"2010","United Kingdom","Number","Less than 15 years","42"
"2010","United Kingdom","Number","From 15 to 17 years","93"
"2010","United Kingdom","Number","From 18 to 24 years","362"
"2010","United Kingdom","Number","From 25 to 49 years","701"
"2010","United Kingdom","Number","From 50 to 64 years","330"
"2010","United Kingdom","Number","65 years or over","377"
"2010","Iceland","Number","Less than 15 years","0"
"2010","Iceland","Number","From 15 to 17 years","0"
"2010","Iceland","Number","From 18 to 24 years","3"
"2010","Iceland","Number","From 25 to 49 years","1"
"2010","Iceland","Number","From 50 to 64 years","2"
"2010","Iceland","Number","65 years or over","2"
"2010","Liechtenstein","Number","Less than 15 years","0"
"2010","Liechtenstein","Number","From 15 to 17 years","0"
"2010","Liechtenstein","Number","From 18 to 24 years","0"
"2010","Liechtenstein","Number","From 25 to 49 years","0"
"2010","Liechtenstein","Number","From 50 to 64 years","0"
"2010","Liechtenstein","Number","65 years or over","0"
"2010","Norway","Number","Less than 15 years","3"
"2010","Norway","Number","From 15 to 17 years","7"
"2010","Norway","Number","From 18 to 24 years","42"
"2010","Norway","Number","From 25 to 49 years","75"
"2010","Norway","Number","From 50 to 64 years","39"
"2010","Norway","Number","65 years or over","42"
"2010","Switzerland","Number","Less than 15 years","8"
"2010","Switzerland","Number","From 15 to 17 years","12"
"2010","Switzerland","Number","From 18 to 24 years","36"
"2010","Switzerland","Number","From 25 to 49 years","105"
"2010","Switzerland","Number","From 50 to 64 years","65"
"2010","Switzerland","Number","65 years or over","101"
"2011","Belgium","Number","Less than 15 years","35"
"2011","Belgium","Number","From 15 to 17 years","14"
"2011","Belgium","Number","From 18 to 24 years","143"
"2011","Belgium","Number","From 25 to 49 years","353"
"2011","Belgium","Number","From 50 to 64 years","127"
"2011","Belgium","Number","65 years or over","183"
"2011","Bulgaria","Number","Less than 15 years",":"
"2011","Bulgaria","Number","From 15 to 17 years",":"
"2011","Bulgaria","Number","From 18 to 24 years",":"
"2011","Bulgaria","Number","From 25 to 49 years",":"
"2011","Bulgaria","Number","From 50 to 64 years",":"
"2011","Bulgaria","Number","65 years or over",":"
"2011","Czech Republic","Number","Less than 15 years","12"
"2011","Czech Republic","Number","From 15 to 17 years","16"
"2011","Czech Republic","Number","From 18 to 24 years","129"
"2011","Czech Republic","Number","From 25 to 49 years","309"
"2011","Czech Republic","Number","From 50 to 64 years","160"
"2011","Czech Republic","Number","65 years or over","141"
"2011","Denmark","Number","Less than 15 years","9"
"2011","Denmark","Number","From 15 to 17 years","8"
"2011","Denmark","Number","From 18 to 24 years","35"
"2011","Denmark","Number","From 25 to 49 years","63"
"2011","Denmark","Number","From 50 to 64 years","42"
"2011","Denmark","Number","65 years or over","63"
"2011","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","86"
"2011","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","116"
"2011","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","737"
"2011","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,302"
"2011","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","723"
"2011","Germany (until 1990 former territory of the FRG)","Number","65 years or over","1,044"
"2011","Estonia","Number","Less than 15 years","4"
"2011","Estonia","Number","From 15 to 17 years","0"
"2011","Estonia","Number","From 18 to 24 years","15"
"2011","Estonia","Number","From 25 to 49 years","40"
"2011","Estonia","Number","From 50 to 64 years","23"
"2011","Estonia","Number","65 years or over","19"
"2011","Ireland","Number","Less than 15 years","7"
"2011","Ireland","Number","From 15 to 17 years","10"
"2011","Ireland","Number","From 18 to 24 years","39"
"2011","Ireland","Number","From 25 to 49 years","76"
"2011","Ireland","Number","From 50 to 64 years","17"
"2011","Ireland","Number","65 years or over","37"
"2011","Greece","Number","Less than 15 years","22"
"2011","Greece","Number","From 15 to 17 years","28"
"2011","Greece","Number","From 18 to 24 years","163"
"2011","Greece","Number","From 25 to 49 years","458"
"2011","Greece","Number","From 50 to 64 years","185"
"2011","Greece","Number","65 years or over","260"
"2011","Spain","Number","Less than 15 years","43"
"2011","Spain","Number","From 15 to 17 years","29"
"2011","Spain","Number","From 18 to 24 years","234"
"2011","Spain","Number","From 25 to 49 years","880"
"2011","Spain","Number","From 50 to 64 years","368"
"2011","Spain","Number","65 years or over","486"
"2011","France","Number","Less than 15 years","128"
"2011","France","Number","From 15 to 17 years","144"
"2011","France","Number","From 18 to 24 years","813"
"2011","France","Number","From 25 to 49 years","1,517"
"2011","France","Number","From 50 to 64 years","602"
"2011","France","Number","65 years or over","759"
"2011","Croatia","Number","Less than 15 years","14"
"2011","Croatia","Number","From 15 to 17 years","14"
"2011","Croatia","Number","From 18 to 24 years","81"
"2011","Croatia","Number","From 25 to 49 years","174"
"2011","Croatia","Number","From 50 to 64 years","61"
"2011","Croatia","Number","65 years or over","74"
"2011","Italy","Number","Less than 15 years","61"
"2011","Italy","Number","From 15 to 17 years","105"
"2011","Italy","Number","From 18 to 24 years","496"
"2011","Italy","Number","From 25 to 49 years","1,417"
"2011","Italy","Number","From 50 to 64 years","667"
"2011","Italy","Number","65 years or over","1,038"
"2011","Cyprus","Number","Less than 15 years","1"
"2011","Cyprus","Number","From 15 to 17 years","1"
"2011","Cyprus","Number","From 18 to 24 years","14"
"2011","Cyprus","Number","From 25 to 49 years","36"
"2011","Cyprus","Number","From 50 to 64 years","7"
"2011","Cyprus","Number","65 years or over","12"
"2011","Latvia","Number","Less than 15 years","5"
"2011","Latvia","Number","From 15 to 17 years","4"
"2011","Latvia","Number","From 18 to 24 years","20"
"2011","Latvia","Number","From 25 to 49 years","70"
"2011","Latvia","Number","From 50 to 64 years","32"
"2011","Latvia","Number","65 years or over","43"
"2011","Lithuania","Number","Less than 15 years",":"
"2011","Lithuania","Number","From 15 to 17 years",":"
"2011","Lithuania","Number","From 18 to 24 years",":"
"2011","Lithuania","Number","From 25 to 49 years",":"
"2011","Lithuania","Number","From 50 to 64 years",":"
"2011","Lithuania","Number","65 years or over",":"
"2011","Luxembourg","Number","Less than 15 years","1"
"2011","Luxembourg","Number","From 15 to 17 years","2"
"2011","Luxembourg","Number","From 18 to 24 years","8"
"2011","Luxembourg","Number","From 25 to 49 years","12"
"2011","Luxembourg","Number","From 50 to 64 years","7"
"2011","Luxembourg","Number","65 years or over","3"
"2011","Hungary","Number","Less than 15 years","12"
"2011","Hungary","Number","From 15 to 17 years","8"
"2011","Hungary","Number","From 18 to 24 years","73"
"2011","Hungary","Number","From 25 to 49 years","227"
"2011","Hungary","Number","From 50 to 64 years","172"
"2011","Hungary","Number","65 years or over","146"
"2011","Malta","Number","Less than 15 years",":"
"2011","Malta","Number","From 15 to 17 years",":"
"2011","Malta","Number","From 18 to 24 years",":"
"2011","Malta","Number","From 25 to 49 years",":"
"2011","Malta","Number","From 50 to 64 years",":"
"2011","Malta","Number","65 years or over",":"
"2011","Netherlands","Number","Less than 15 years","18"
"2011","Netherlands","Number","From 15 to 17 years","19"
"2011","Netherlands","Number","From 18 to 24 years","86"
"2011","Netherlands","Number","From 25 to 49 years","152"
"2011","Netherlands","Number","From 50 to 64 years","83"
"2011","Netherlands","Number","65 years or over","188"
"2011","Austria","Number","Less than 15 years","13"
"2011","Austria","Number","From 15 to 17 years","24"
"2011","Austria","Number","From 18 to 24 years","76"
"2011","Austria","Number","From 25 to 49 years","164"
"2011","Austria","Number","From 50 to 64 years","96"
"2011","Austria","Number","65 years or over","150"
"2011","Poland","Number","Less than 15 years","102"
"2011","Poland","Number","From 15 to 17 years","106"
"2011","Poland","Number","From 18 to 24 years","718"
"2011","Poland","Number","From 25 to 49 years","1,580"
"2011","Poland","Number","From 50 to 64 years","950"
"2011","Poland","Number","65 years or over","703"
"2011","Portugal","Number","Less than 15 years","19"
"2011","Portugal","Number","From 15 to 17 years","11"
"2011","Portugal","Number","From 18 to 24 years","105"
"2011","Portugal","Number","From 25 to 49 years","303"
"2011","Portugal","Number","From 50 to 64 years","189"
"2011","Portugal","Number","65 years or over","264"
"2011","Romania","Number","Less than 15 years","83"
"2011","Romania","Number","From 15 to 17 years","36"
"2011","Romania","Number","From 18 to 24 years","251"
"2011","Romania","Number","From 25 to 49 years","723"
"2011","Romania","Number","From 50 to 64 years","468"
"2011","Romania","Number","65 years or over","453"
"2011","Slovenia","Number","Less than 15 years","6"
"2011","Slovenia","Number","From 15 to 17 years","4"
"2011","Slovenia","Number","From 18 to 24 years","17"
"2011","Slovenia","Number","From 25 to 49 years","62"
"2011","Slovenia","Number","From 50 to 64 years","29"
"2011","Slovenia","Number","65 years or over","23"
"2011","Slovakia","Number","Less than 15 years",":"
"2011","Slovakia","Number","From 15 to 17 years",":"
"2011","Slovakia","Number","From 18 to 24 years",":"
"2011","Slovakia","Number","From 25 to 49 years",":"
"2011","Slovakia","Number","From 50 to 64 years",":"
"2011","Slovakia","Number","65 years or over",":"
"2011","Finland","Number","Less than 15 years","8"
"2011","Finland","Number","From 15 to 17 years","14"
"2011","Finland","Number","From 18 to 24 years","51"
"2011","Finland","Number","From 25 to 49 years","92"
"2011","Finland","Number","From 50 to 64 years","45"
"2011","Finland","Number","65 years or over","82"
"2011","Sweden","Number","Less than 15 years","10"
"2011","Sweden","Number","From 15 to 17 years","9"
"2011","Sweden","Number","From 18 to 24 years","57"
"2011","Sweden","Number","From 25 to 49 years","96"
"2011","Sweden","Number","From 50 to 64 years","56"
"2011","Sweden","Number","65 years or over","91"
"2011","United Kingdom","Number","Less than 15 years","52"
"2011","United Kingdom","Number","From 15 to 17 years","77"
"2011","United Kingdom","Number","From 18 to 24 years","341"
"2011","United Kingdom","Number","From 25 to 49 years","746"
"2011","United Kingdom","Number","From 50 to 64 years","305"
"2011","United Kingdom","Number","65 years or over","439"
"2011","Iceland","Number","Less than 15 years","2"
"2011","Iceland","Number","From 15 to 17 years","4"
"2011","Iceland","Number","From 18 to 24 years","0"
"2011","Iceland","Number","From 25 to 49 years","2"
"2011","Iceland","Number","From 50 to 64 years","2"
"2011","Iceland","Number","65 years or over","2"
"2011","Liechtenstein","Number","Less than 15 years",":"
"2011","Liechtenstein","Number","From 15 to 17 years",":"
"2011","Liechtenstein","Number","From 18 to 24 years",":"
"2011","Liechtenstein","Number","From 25 to 49 years",":"
"2011","Liechtenstein","Number","From 50 to 64 years",":"
"2011","Liechtenstein","Number","65 years or over",":"
"2011","Norway","Number","Less than 15 years","7"
"2011","Norway","Number","From 15 to 17 years","6"
"2011","Norway","Number","From 18 to 24 years","27"
"2011","Norway","Number","From 25 to 49 years","57"
"2011","Norway","Number","From 50 to 64 years","34"
"2011","Norway","Number","65 years or over","37"
"2011","Switzerland","Number","Less than 15 years","10"
"2011","Switzerland","Number","From 15 to 17 years","9"
"2011","Switzerland","Number","From 18 to 24 years","41"
"2011","Switzerland","Number","From 25 to 49 years","80"
"2011","Switzerland","Number","From 50 to 64 years","62"
"2011","Switzerland","Number","65 years or over","118"
"2012","Belgium","Number","Less than 15 years","16"
"2012","Belgium","Number","From 15 to 17 years","18"
"2012","Belgium","Number","From 18 to 24 years","128"
"2012","Belgium","Number","From 25 to 49 years","279"
"2012","Belgium","Number","From 50 to 64 years","151"
"2012","Belgium","Number","65 years or over","177"
"2012","Bulgaria","Number","Less than 15 years",":"
"2012","Bulgaria","Number","From 15 to 17 years",":"
"2012","Bulgaria","Number","From 18 to 24 years",":"
"2012","Bulgaria","Number","From 25 to 49 years",":"
"2012","Bulgaria","Number","From 50 to 64 years",":"
"2012","Bulgaria","Number","65 years or over",":"
"2012","Czech Republic","Number","Less than 15 years","15"
"2012","Czech Republic","Number","From 15 to 17 years","17"
"2012","Czech Republic","Number","From 18 to 24 years","96"
"2012","Czech Republic","Number","From 25 to 49 years","311"
"2012","Czech Republic","Number","From 50 to 64 years","144"
"2012","Czech Republic","Number","65 years or over","157"
"2012","Denmark","Number","Less than 15 years","7"
"2012","Denmark","Number","From 15 to 17 years","6"
"2012","Denmark","Number","From 18 to 24 years","31"
"2012","Denmark","Number","From 25 to 49 years","51"
"2012","Denmark","Number","From 50 to 64 years","28"
"2012","Denmark","Number","65 years or over","44"
"2012","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","73"
"2012","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","113"
"2012","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","611"
"2012","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,144"
"2012","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","665"
"2012","Germany (until 1990 former territory of the FRG)","Number","65 years or over","994"
"2012","Estonia","Number","Less than 15 years","0"
"2012","Estonia","Number","From 15 to 17 years","1"
"2012","Estonia","Number","From 18 to 24 years","17"
"2012","Estonia","Number","From 25 to 49 years","26"
"2012","Estonia","Number","From 50 to 64 years","25"
"2012","Estonia","Number","65 years or over","18"
"2012","Ireland","Number","Less than 15 years","2"
"2012","Ireland","Number","From 15 to 17 years","7"
"2012","Ireland","Number","From 18 to 24 years","35"
"2012","Ireland","Number","From 25 to 49 years","61"
"2012","Ireland","Number","From 50 to 64 years","20"
"2012","Ireland","Number","65 years or over","36"
"2012","Greece","Number","Less than 15 years","21"
"2012","Greece","Number","From 15 to 17 years","21"
"2012","Greece","Number","From 18 to 24 years","143"
"2012","Greece","Number","From 25 to 49 years","389"
"2012","Greece","Number","From 50 to 64 years","147"
"2012","Greece","Number","65 years or over","248"
"2012","Spain","Number","Less than 15 years","53"
"2012","Spain","Number","From 15 to 17 years","32"
"2012","Spain","Number","From 18 to 24 years","175"
"2012","Spain","Number","From 25 to 49 years","783"
"2012","Spain","Number","From 50 to 64 years","337"
"2012","Spain","Number","65 years or over","506"
"2012","France","Number","Less than 15 years","115"
"2012","France","Number","From 15 to 17 years","131"
"2012","France","Number","From 18 to 24 years","753"
"2012","France","Number","From 25 to 49 years","1,345"
"2012","France","Number","From 50 to 64 years","564"
"2012","France","Number","65 years or over","745"
"2012","Croatia","Number","Less than 15 years","8"
"2012","Croatia","Number","From 15 to 17 years","10"
"2012","Croatia","Number","From 18 to 24 years","48"
"2012","Croatia","Number","From 25 to 49 years","150"
"2012","Croatia","Number","From 50 to 64 years","98"
"2012","Croatia","Number","65 years or over","79"
"2012","Italy","Number","Less than 15 years","52"
"2012","Italy","Number","From 15 to 17 years","85"
"2012","Italy","Number","From 18 to 24 years","423"
"2012","Italy","Number","From 25 to 49 years","1,400"
"2012","Italy","Number","From 50 to 64 years","656"
"2012","Italy","Number","65 years or over","1,068"
"2012","Cyprus","Number","Less than 15 years","0"
"2012","Cyprus","Number","From 15 to 17 years","2"
"2012","Cyprus","Number","From 18 to 24 years","10"
"2012","Cyprus","Number","From 25 to 49 years","23"
"2012","Cyprus","Number","From 50 to 64 years","7"
"2012","Cyprus","Number","65 years or over","9"
"2012","Latvia","Number","Less than 15 years","6"
"2012","Latvia","Number","From 15 to 17 years","5"
"2012","Latvia","Number","From 18 to 24 years","16"
"2012","Latvia","Number","From 25 to 49 years","67"
"2012","Latvia","Number","From 50 to 64 years","40"
"2012","Latvia","Number","65 years or over","34"
"2012","Lithuania","Number","Less than 15 years",":"
"2012","Lithuania","Number","From 15 to 17 years",":"
"2012","Lithuania","Number","From 18 to 24 years",":"
"2012","Lithuania","Number","From 25 to 49 years",":"
"2012","Lithuania","Number","From 50 to 64 years",":"
"2012","Lithuania","Number","65 years or over",":"
"2012","Luxembourg","Number","Less than 15 years","1"
"2012","Luxembourg","Number","From 15 to 17 years","2"
"2012","Luxembourg","Number","From 18 to 24 years","6"
"2012","Luxembourg","Number","From 25 to 49 years","14"
"2012","Luxembourg","Number","From 50 to 64 years","2"
"2012","Luxembourg","Number","65 years or over","9"
"2012","Hungary","Number","Less than 15 years","20"
"2012","Hungary","Number","From 15 to 17 years","11"
"2012","Hungary","Number","From 18 to 24 years","42"
"2012","Hungary","Number","From 25 to 49 years","237"
"2012","Hungary","Number","From 50 to 64 years","170"
"2012","Hungary","Number","65 years or over","121"
"2012","Malta","Number","Less than 15 years",":"
"2012","Malta","Number","From 15 to 17 years",":"
"2012","Malta","Number","From 18 to 24 years",":"
"2012","Malta","Number","From 25 to 49 years",":"
"2012","Malta","Number","From 50 to 64 years",":"
"2012","Malta","Number","65 years or over",":"
"2012","Netherlands","Number","Less than 15 years","24"
"2012","Netherlands","Number","From 15 to 17 years","13"
"2012","Netherlands","Number","From 18 to 24 years","76"
"2012","Netherlands","Number","From 25 to 49 years","171"
"2012","Netherlands","Number","From 50 to 64 years","91"
"2012","Netherlands","Number","65 years or over","187"
"2012","Austria","Number","Less than 15 years","8"
"2012","Austria","Number","From 15 to 17 years","24"
"2012","Austria","Number","From 18 to 24 years","84"
"2012","Austria","Number","From 25 to 49 years","156"
"2012","Austria","Number","From 50 to 64 years","105"
"2012","Austria","Number","65 years or over","154"
"2012","Poland","Number","Less than 15 years","90"
"2012","Poland","Number","From 15 to 17 years","87"
"2012","Poland","Number","From 18 to 24 years","585"
"2012","Poland","Number","From 25 to 49 years","1,327"
"2012","Poland","Number","From 50 to 64 years","823"
"2012","Poland","Number","65 years or over","653"
"2012","Portugal","Number","Less than 15 years","14"
"2012","Portugal","Number","From 15 to 17 years","10"
"2012","Portugal","Number","From 18 to 24 years","65"
"2012","Portugal","Number","From 25 to 49 years","274"
"2012","Portugal","Number","From 50 to 64 years","155"
"2012","Portugal","Number","65 years or over","195"
"2012","Romania","Number","Less than 15 years","90"
"2012","Romania","Number","From 15 to 17 years","52"
"2012","Romania","Number","From 18 to 24 years","231"
"2012","Romania","Number","From 25 to 49 years","740"
"2012","Romania","Number","From 50 to 64 years","470"
"2012","Romania","Number","65 years or over","457"
"2012","Slovenia","Number","Less than 15 years","3"
"2012","Slovenia","Number","From 15 to 17 years","2"
"2012","Slovenia","Number","From 18 to 24 years","19"
"2012","Slovenia","Number","From 25 to 49 years","46"
"2012","Slovenia","Number","From 50 to 64 years","34"
"2012","Slovenia","Number","65 years or over","26"
"2012","Slovakia","Number","Less than 15 years",":"
"2012","Slovakia","Number","From 15 to 17 years",":"
"2012","Slovakia","Number","From 18 to 24 years",":"
"2012","Slovakia","Number","From 25 to 49 years",":"
"2012","Slovakia","Number","From 50 to 64 years",":"
"2012","Slovakia","Number","65 years or over",":"
"2012","Finland","Number","Less than 15 years","7"
"2012","Finland","Number","From 15 to 17 years","14"
"2012","Finland","Number","From 18 to 24 years","41"
"2012","Finland","Number","From 25 to 49 years","84"
"2012","Finland","Number","From 50 to 64 years","51"
"2012","Finland","Number","65 years or over","58"
"2012","Sweden","Number","Less than 15 years","7"
"2012","Sweden","Number","From 15 to 17 years","10"
"2012","Sweden","Number","From 18 to 24 years","41"
"2012","Sweden","Number","From 25 to 49 years","107"
"2012","Sweden","Number","From 50 to 64 years","49"
"2012","Sweden","Number","65 years or over","71"
"2012","United Kingdom","Number","Less than 15 years","56"
"2012","United Kingdom","Number","From 15 to 17 years","66"
"2012","United Kingdom","Number","From 18 to 24 years","344"
"2012","United Kingdom","Number","From 25 to 49 years","631"
"2012","United Kingdom","Number","From 50 to 64 years","283"
"2012","United Kingdom","Number","65 years or over","422"
"2012","Iceland","Number","Less than 15 years","0"
"2012","Iceland","Number","From 15 to 17 years","0"
"2012","Iceland","Number","From 18 to 24 years","2"
"2012","Iceland","Number","From 25 to 49 years","2"
"2012","Iceland","Number","From 50 to 64 years","1"
"2012","Iceland","Number","65 years or over","4"
"2012","Liechtenstein","Number","Less than 15 years",":"
"2012","Liechtenstein","Number","From 15 to 17 years",":"
"2012","Liechtenstein","Number","From 18 to 24 years",":"
"2012","Liechtenstein","Number","From 25 to 49 years",":"
"2012","Liechtenstein","Number","From 50 to 64 years",":"
"2012","Liechtenstein","Number","65 years or over",":"
"2012","Norway","Number","Less than 15 years","4"
"2012","Norway","Number","From 15 to 17 years","6"
"2012","Norway","Number","From 18 to 24 years","20"
"2012","Norway","Number","From 25 to 49 years","60"
"2012","Norway","Number","From 50 to 64 years","27"
"2012","Norway","Number","65 years or over","28"
"2012","Switzerland","Number","Less than 15 years","31"
"2012","Switzerland","Number","From 15 to 17 years","6"
"2012","Switzerland","Number","From 18 to 24 years","39"
"2012","Switzerland","Number","From 25 to 49 years","92"
"2012","Switzerland","Number","From 50 to 64 years","78"
"2012","Switzerland","Number","65 years or over","93"
"2013","Belgium","Number","Less than 15 years","18"
"2013","Belgium","Number","From 15 to 17 years","8"
"2013","Belgium","Number","From 18 to 24 years","119"
"2013","Belgium","Number","From 25 to 49 years","318"
"2013","Belgium","Number","From 50 to 64 years","108"
"2013","Belgium","Number","65 years or over","151"
"2013","Bulgaria","Number","Less than 15 years",":"
"2013","Bulgaria","Number","From 15 to 17 years",":"
"2013","Bulgaria","Number","From 18 to 24 years",":"
"2013","Bulgaria","Number","From 25 to 49 years",":"
"2013","Bulgaria","Number","From 50 to 64 years",":"
"2013","Bulgaria","Number","65 years or over",":"
"2013","Czech Republic","Number","Less than 15 years","11"
"2013","Czech Republic","Number","From 15 to 17 years","10"
"2013","Czech Republic","Number","From 18 to 24 years","96"
"2013","Czech Republic","Number","From 25 to 49 years","242"
"2013","Czech Republic","Number","From 50 to 64 years","136"
"2013","Czech Republic","Number","65 years or over","155"
"2013","Denmark","Number","Less than 15 years","13"
"2013","Denmark","Number","From 15 to 17 years","6"
"2013","Denmark","Number","From 18 to 24 years","25"
"2013","Denmark","Number","From 25 to 49 years","56"
"2013","Denmark","Number","From 50 to 64 years","38"
"2013","Denmark","Number","65 years or over","53"
"2013","Germany (until 1990 former territory of the FRG)","Number","Less than 15 years","58"
"2013","Germany (until 1990 former territory of the FRG)","Number","From 15 to 17 years","89"
"2013","Germany (until 1990 former territory of the FRG)","Number","From 18 to 24 years","493"
"2013","Germany (until 1990 former territory of the FRG)","Number","From 25 to 49 years","1,065"
"2013","Germany (until 1990 former territory of the FRG)","Number","From 50 to 64 years","633"
"2013","Germany (until 1990 former territory of the FRG)","Number","65 years or over","999"
"2013","Estonia","Number","Less than 15 years","3"
"2013","Estonia","Number","From 15 to 17 years","2"
"2013","Estonia","Number","From 18 to 24 years","8"
"2013","Estonia","Number","From 25 to 49 years","32"
"2013","Estonia","Number","From 50 to 64 years","17"
"2013","Estonia","Number","65 years or over","19"
"2013","Ireland","Number","Less than 15 years","6"
"2013","Ireland","Number","From 15 to 17 years","4"
"2013","Ireland","Number","From 18 to 24 years","36"
"2013","Ireland","Number","From 25 to 49 years","74"
"2013","Ireland","Number","From 50 to 64 years","22"
"2013","Ireland","Number","65 years or over","46"
"2013","Greece","Number","Less than 15 years","17"
"2013","Greece","Number","From 15 to 17 years","27"
"2013","Greece","Number","From 18 to 24 years","112"
"2013","Greece","Number","From 25 to 49 years","319"
"2013","Greece","Number","From 50 to 64 years","149"
"2013","Greece","Number","65 years or over","234"
"2013","Spain","Number","Less than 15 years","46"
"2013","Spain","Number","From 15 to 17 years","20"
"2013","Spain","Number","From 18 to 24 years","145"
"2013","Spain","Number","From 25 to 49 years","643"
"2013","Spain","Number","From 50 to 64 years","329"
"2013","Spain","Number","65 years or over","479"
"2013","France","Number","Less than 15 years","97"
"2013","France","Number","From 15 to 17 years","102"
"2013","France","Number","From 18 to 24 years","636"
"2013","France","Number","From 25 to 49 years","1,213"
"2013","France","Number","From 50 to 64 years","532"
"2013","France","Number","65 years or over","688"
"2013","Croatia","Number","Less than 15 years","10"
"2013","Croatia","Number","From 15 to 17 years","10"
"2013","Croatia","Number","From 18 to 24 years","58"
"2013","Croatia","Number","From 25 to 49 years","132"
"2013","Croatia","Number","From 50 to 64 years","83"
"2013","Croatia","Number","65 years or over","75"
"2013","Italy","Number","Less than 15 years","55"
"2013","Italy","Number","From 15 to 17 years","69"
"2013","Italy","Number","From 18 to 24 years","404"
"2013","Italy","Number","From 25 to 49 years","1,171"
"2013","Italy","Number","From 50 to 64 years","614"
"2013","Italy","Number","65 years or over","1,011"
"2013","Cyprus","Number","Less than 15 years","1"
"2013","Cyprus","Number","From 15 to 17 years","0"
"2013","Cyprus","Number","From 18 to 24 years","18"
"2013","Cyprus","Number","From 25 to 49 years","12"
"2013","Cyprus","Number","From 50 to 64 years","5"
"2013","Cyprus","Number","65 years or over","8"
"2013","Latvia","Number","Less than 15 years","7"
"2013","Latvia","Number","From 15 to 17 years","1"
"2013","Latvia","Number","From 18 to 24 years","14"
"2013","Latvia","Number","From 25 to 49 years","75"
"2013","Latvia","Number","From 50 to 64 years","32"
"2013","Latvia","Number","65 years or over","40"
"2013","Lithuania","Number","Less than 15 years","7"
"2013","Lithuania","Number","From 15 to 17 years","4"
"2013","Lithuania","Number","From 18 to 24 years","41"
"2013","Lithuania","Number","From 25 to 49 years","95"
"2013","Lithuania","Number","From 50 to 64 years","56"
"2013","Lithuania","Number","65 years or over","52"
"2013","Luxembourg","Number","Less than 15 years","2"
"2013","Luxembourg","Number","From 15 to 17 years","0"
"2013","Luxembourg","Number","From 18 to 24 years","5"
"2013","Luxembourg","Number","From 25 to 49 years","19"
"2013","Luxembourg","Number","From 50 to 64 years","10"
"2013","Luxembourg","Number","65 years or over","9"
"2013","Hungary","Number","Less than 15 years","7"
"2013","Hungary","Number","From 15 to 17 years","14"
"2013","Hungary","Number","From 18 to 24 years","50"
"2013","Hungary","Number","From 25 to 49 years","227"
"2013","Hungary","Number","From 50 to 64 years","156"
"2013","Hungary","Number","65 years or over","135"
"2013","Malta","Number","Less than 15 years",":"
"2013","Malta","Number","From 15 to 17 years",":"
"2013","Malta","Number","From 18 to 24 years",":"
"2013","Malta","Number","From 25 to 49 years",":"
"2013","Malta","Number","From 50 to 64 years",":"
"2013","Malta","Number","65 years or over",":"
"2013","Netherlands","Number","Less than 15 years","8"
"2013","Netherlands","Number","From 15 to 17 years","14"
"2013","Netherlands","Number","From 18 to 24 years","81"
"2013","Netherlands","Number","From 25 to 49 years","126"
"2013","Netherlands","Number","From 50 to 64 years","80"
"2013","Netherlands","Number","65 years or over","164"
"2013","Austria","Number","Less than 15 years","10"
"2013","Austria","Number","From 15 to 17 years","14"
"2013","Austria","Number","From 18 to 24 years","56"
"2013","Austria","Number","From 25 to 49 years","148"
"2013","Austria","Number","From 50 to 64 years","85"
"2013","Austria","Number","65 years or over","142"
