Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
Croatia,2000,1,45873,23520,22353,1,"1,1",1,"105,2"
Croatia,2000,2,50771,25988,24783,"1,2","1,2","1,1","104,9"
Croatia,2000,3,53752,27672,26080,"1,2","1,3","1,1","106,1"
Croatia,2000,4,50923,26226,24697,"1,2","1,2","1,1","106,2"
Croatia,2000,5,47742,24366,23376,"1,1","1,2",1,"104,2"
Croatia,2000,6,47198,24198,23000,"1,1","1,1",1,"105,2"
Croatia,2000,7,46512,24015,22497,"1,1","1,1",1,"106,7"
Croatia,2000,8,47406,24440,22966,"1,1","1,2",1,"106,4"
Croatia,2000,9,51007,26063,24944,"1,2","1,2","1,1","104,5"
Croatia,2000,10,51066,26111,24955,"1,2","1,2","1,1","104,6"
Croatia,2000,11,52015,26608,25407,"1,2","1,3","1,1","104,7"
Croatia,2000,12,54230,27688,26542,"1,2","1,3","1,2","104,3"
Croatia,2000,13,54544,27858,26686,"1,2","1,3","1,2","104,4"
Croatia,2000,14,55995,28642,27353,"1,3","1,4","1,2","104,7"
Croatia,2000,15,59068,30225,28843,"1,3","1,4","1,3","104,8"
Croatia,2000,16,59971,30650,29321,"1,4","1,4","1,3","104,5"
Croatia,2000,17,60585,31001,29584,"1,4","1,5","1,3","104,8"
Croatia,2000,18,61419,31429,29990,"1,4","1,5","1,3","104,8"
Croatia,2000,19,62820,32070,30750,"1,4","1,5","1,4","104,3"
Croatia,2000,20,63834,32631,31203,"1,5","1,5","1,4","104,6"
Croatia,2000,21,62947,31945,31002,"1,4","1,5","1,4",103
Croatia,2000,22,62173,31496,30677,"1,4","1,5","1,3","102,7"
Croatia,2000,23,60758,30756,30002,"1,4","1,5","1,3","102,5"
Croatia,2000,24,60541,30714,29827,"1,4","1,5","1,3",103
Croatia,2000,25,60683,30946,29737,"1,4","1,5","1,3","104,1"
Croatia,2000,26,59749,30215,29534,"1,4","1,4","1,3","102,3"
Croatia,2000,27,59359,30036,29323,"1,4","1,4","1,3","102,4"
Croatia,2000,28,59227,30113,29114,"1,3","1,4","1,3","103,4"
Croatia,2000,29,56143,28493,27650,"1,3","1,3","1,2",103
Croatia,2000,30,55410,28069,27341,"1,3","1,3","1,2","102,7"
Croatia,2000,31,55878,28203,27675,"1,3","1,3","1,2","101,9"
Croatia,2000,32,57831,29098,28733,"1,3","1,4","1,3","101,3"
Croatia,2000,33,60721,30425,30296,"1,4","1,4","1,3","100,4"
Croatia,2000,34,62582,31366,31216,"1,4","1,5","1,4","100,5"
Croatia,2000,35,60946,30592,30354,"1,4","1,4","1,3","100,8"
Croatia,2000,36,60990,30665,30325,"1,4","1,4","1,3","101,1"
Croatia,2000,37,62895,31515,31380,"1,4","1,5","1,4","100,4"
Croatia,2000,38,64892,32451,32441,"1,5","1,5","1,4",100
Croatia,2000,39,66086,33049,33037,"1,5","1,6","1,5",100
Croatia,2000,40,67661,34034,33627,"1,5","1,6","1,5","101,2"
Croatia,2000,41,67967,34134,33833,"1,5","1,6","1,5","100,9"
Croatia,2000,42,68132,34181,33951,"1,6","1,6","1,5","100,7"
Croatia,2000,43,70633,35498,35135,"1,6","1,7","1,5",101
Croatia,2000,44,72121,36404,35717,"1,6","1,7","1,6","101,9"
Croatia,2000,45,73377,37308,36069,"1,7","1,8","1,6","103,4"
Croatia,2000,46,70033,35670,34363,"1,6","1,7","1,5","103,8"
Croatia,2000,47,71564,36195,35369,"1,6","1,7","1,6","102,3"
Croatia,2000,48,65969,33654,32315,"1,5","1,6","1,4","104,1"
Croatia,2000,49,66873,34273,32600,"1,5","1,6","1,4","105,1"
Croatia,2000,50,68175,35026,33149,"1,6","1,7","1,5","105,7"
Croatia,2000,51,63431,32392,31039,"1,4","1,5","1,4","104,4"
Croatia,2000,52,58528,29874,28654,"1,3","1,4","1,3","104,3"
Croatia,2000,53,57707,29173,28534,"1,3","1,4","1,3","102,2"
Croatia,2000,54,41509,20667,20842,"0,9",1,"0,9","99,2"
Croatia,2000,55,37446,18307,19139,"0,9","0,9","0,8","95,7"
Croatia,2000,56,40826,19575,21251,"0,9","0,9","0,9","92,1"
Croatia,2000,57,45033,21375,23658,1,1,1,"90,3"
Croatia,2000,58,47159,22243,24916,"1,1","1,1","1,1","89,3"
Croatia,2000,59,47918,22582,25336,"1,1","1,1","1,1","89,1"
Croatia,2000,60,49320,22859,26461,"1,1","1,1","1,2","86,4"
Croatia,2000,61,49231,22343,26888,"1,1","1,1","1,2","83,1"
Croatia,2000,62,50310,22684,27626,"1,1","1,1","1,2","82,1"
Croatia,2000,63,50900,22631,28269,"1,2","1,1","1,2","80,1"
Croatia,2000,64,49472,21949,27523,"1,1",1,"1,2","79,7"
Croatia,2000,65,49075,21504,27571,"1,1",1,"1,2",78
Croatia,2000,66,49514,21493,28021,"1,1",1,"1,2","76,7"
Croatia,2000,67,48077,20284,27793,"1,1",1,"1,2",73
Croatia,2000,68,47176,19763,27413,"1,1","0,9","1,2","72,1"
Croatia,2000,69,47751,19852,27899,"1,1","0,9","1,2","71,2"
Croatia,2000,70,44129,18158,25971,1,"0,9","1,1","69,9"
Croatia,2000,71,40797,16462,24335,"0,9","0,8","1,1","67,6"
Croatia,2000,72,37282,14639,22643,"0,8","0,7",1,"64,7"
Croatia,2000,73,36144,13281,22863,"0,8","0,6",1,"58,1"
Croatia,2000,74,33707,11587,22120,"0,8","0,5",1,"52,4"
Croatia,2000,75,31176,10209,20967,"0,7","0,5","0,9","48,7"
Croatia,2000,76,28905,9218,19687,"0,7","0,4","0,9","46,8"
Croatia,2000,77,26377,8103,18274,"0,6","0,4","0,8","44,3"
Croatia,2000,78,25020,7533,17487,"0,6","0,4","0,8","43,1"
Croatia,2000,79,22145,6590,15555,"0,5","0,3","0,7","42,4"
Croatia,2000,80,20853,6278,14575,"0,5","0,3","0,6","43,1"
Croatia,2000,81,11460,3419,8041,"0,3","0,2","0,4","42,5"
Croatia,2000,82,6774,1963,4811,"0,2","0,1","0,2","40,8"
Croatia,2000,83,5927,1712,4215,"0,1","0,1","0,2","40,6"
Croatia,2000,84,6239,1775,4464,"0,1","0,1","0,2","39,8"
Croatia,2000,85-89,36402,9948,26454,"0,8","0,5","1,2","37,6"
Croatia,2000,90-94,11418,2894,8524,"0,3","0,1","0,4",34
Croatia,2000,95-99,1767,403,1364,0,0,"0,1","29,5"
Croatia,2000,100+,86,20,66,0,0,0,"30,3"
Croatia,2001,Total,4418543,2126276,2292267,100,100,100,"92,8"
Croatia,2001,0,42396,21800,20596,1,1,"0,9","105,8"
Croatia,2001,1,44595,22951,21644,1,"1,1","0,9",106
Croatia,2001,2,46256,23712,22544,1,"1,1",1,"105,2"
Croatia,2001,3,51158,26183,24975,"1,2","1,2","1,1","104,8"
Croatia,2001,4,54142,27868,26274,"1,2","1,3","1,1","106,1"
Croatia,2001,5,51607,26567,25040,"1,2","1,2","1,1","106,1"
Croatia,2001,6,48495,24742,23753,"1,1","1,2",1,"104,2"
Croatia,2001,7,47951,24573,23378,"1,1","1,2",1,"105,1"
Croatia,2001,8,47264,24390,22874,"1,1","1,1",1,"106,6"
Croatia,2001,9,48159,24816,23343,"1,1","1,2",1,"106,3"
Croatia,2001,10,51768,26447,25321,"1,2","1,2","1,1","104,4"
Croatia,2001,11,51828,26497,25331,"1,2","1,2","1,1","104,6"
Croatia,2001,12,52777,26995,25782,"1,2","1,3","1,1","104,7"
Croatia,2001,13,54990,28073,26917,"1,2","1,3","1,2","104,3"
Croatia,2001,14,55301,28241,27060,"1,3","1,3","1,2","104,4"
Croatia,2001,15,56788,29035,27753,"1,3","1,4","1,2","104,6"
Croatia,2001,16,59856,30609,29247,"1,4","1,4","1,3","104,7"
Croatia,2001,17,60746,31024,29722,"1,4","1,5","1,3","104,4"
Croatia,2001,18,61359,31374,29985,"1,4","1,5","1,3","104,6"
Croatia,2001,19,62184,31792,30392,"1,4","1,5","1,3","104,6"
Croatia,2001,20,63392,32280,31112,"1,4","1,5","1,4","103,8"
Croatia,2001,21,64331,32775,31556,"1,5","1,5","1,4","103,9"
Croatia,2001,22,63426,32071,31355,"1,4","1,5","1,4","102,3"
Croatia,2001,23,62651,31622,31029,"1,4","1,5","1,4","101,9"
Croatia,2001,24,61242,30887,30355,"1,4","1,5","1,3","101,8"
Croatia,2001,25,60933,30770,30163,"1,4","1,4","1,3",102
Croatia,2001,26,61054,30985,30069,"1,4","1,5","1,3",103
Croatia,2001,27,60123,30259,29864,"1,4","1,4","1,3","101,3"
Croatia,2001,28,59738,30082,29656,"1,4","1,4","1,3","101,4"
Croatia,2001,29,59602,30157,29445,"1,3","1,4","1,3","102,4"
Croatia,2001,30,56523,28538,27985,"1,3","1,3","1,2",102
Croatia,2001,31,55789,28113,27676,"1,3","1,3","1,2","101,6"
Croatia,2001,32,56258,28248,28010,"1,3","1,3","1,2","100,8"
Croatia,2001,33,58206,29138,29068,"1,3","1,4","1,3","100,2"
Croatia,2001,34,61087,30460,30627,"1,4","1,4","1,3","99,5"
Croatia,2001,35,62913,31380,31533,"1,4","1,5","1,4","99,5"
Croatia,2001,36,61270,30605,30665,"1,4","1,4","1,3","99,8"
Croatia,2001,37,61312,30679,30633,"1,4","1,4","1,3","100,2"
Croatia,2001,38,63212,31525,31687,"1,4","1,5","1,4","99,5"
Croatia,2001,39,65198,32454,32744,"1,5","1,5","1,4","99,1"
Croatia,2001,40,66308,33025,33283,"1,5","1,6","1,5","99,2"
Croatia,2001,41,67848,33995,33853,"1,5","1,6","1,5","100,4"
Croatia,2001,42,68143,34091,34052,"1,5","1,6","1,5","100,1"
Croatia,2001,43,68307,34138,34169,"1,5","1,6","1,5","99,9"
Croatia,2001,44,70776,35431,35345,"1,6","1,7","1,5","100,2"
Croatia,2001,45,72090,36263,35827,"1,6","1,7","1,6","101,2"
Croatia,2001,46,73247,37108,36139,"1,7","1,7","1,6","102,7"
Croatia,2001,47,69885,35456,34429,"1,6","1,7","1,5",103
Croatia,2001,48,71405,35975,35430,"1,6","1,7","1,5","101,5"
Croatia,2001,49,65819,33437,32382,"1,5","1,6","1,4","103,3"
Croatia,2001,50,66624,34002,32622,"1,5","1,6","1,4","104,2"
Croatia,2001,51,67854,34702,33152,"1,5","1,6","1,4","104,7"
Croatia,2001,52,63124,32078,31046,"1,4","1,5","1,4","103,3"
Croatia,2001,53,58257,29586,28671,"1,3","1,4","1,3","103,2"
Croatia,2001,54,57410,28870,28540,"1,3","1,4","1,2","101,2"
Croatia,2001,55,41388,20463,20925,"0,9",1,"0,9","97,8"
Croatia,2001,56,37336,18109,19227,"0,8","0,9","0,8","94,2"
Croatia,2001,57,40654,19335,21319,"0,9","0,9","0,9","90,7"
Croatia,2001,58,44811,21102,23709,1,1,1,89
Croatia,2001,59,46878,21932,24946,"1,1",1,"1,1","87,9"
Croatia,2001,60,47627,22259,25368,"1,1",1,"1,1","87,7"
Croatia,2001,61,48944,22484,26460,"1,1","1,1","1,2",85
Croatia,2001,62,48809,21948,26861,"1,1",1,"1,2","81,7"
Croatia,2001,63,49865,22276,27589,"1,1",1,"1,2","80,7"
Croatia,2001,64,50395,22194,28201,"1,1",1,"1,2","78,7"
Croatia,2001,65,48847,21454,27393,"1,1",1,"1,2","78,3"
Croatia,2001,66,48330,20953,27377,"1,1",1,"1,2","76,5"
Croatia,2001,67,48682,20900,27782,"1,1",1,"1,2","75,2"
Croatia,2001,68,47276,19724,27552,"1,1","0,9","1,2","71,6"
Croatia,2001,69,46313,19180,27133,1,"0,9","1,2","70,7"
Croatia,2001,70,46606,19142,27464,"1,1","0,9","1,2","69,7"
Croatia,2001,71,42874,17417,25457,1,"0,8","1,1","68,4"
Croatia,2001,72,39555,15752,23803,"0,9","0,7",1,"66,2"
Croatia,2001,73,36163,14010,22153,"0,8","0,7",1,"63,2"
Croatia,2001,74,34961,12665,22296,"0,8","0,6",1,"56,8"
Croatia,2001,75,32286,10927,21359,"0,7","0,5","0,9","51,2"
Croatia,2001,76,29582,9522,20060,"0,7","0,4","0,9","47,5"
Croatia,2001,77,27295,8550,18745,"0,6","0,4","0,8","45,6"
Croatia,2001,78,24916,7518,17398,"0,6","0,4","0,8","43,2"
Croatia,2001,79,23509,6943,16566,"0,5","0,3","0,7","41,9"
Croatia,2001,80,20615,6019,14596,"0,5","0,3","0,6","41,2"
Croatia,2001,81,19247,5688,13559,"0,4","0,3","0,6","41,9"
Croatia,2001,82,10515,3079,7436,"0,2","0,1","0,3","41,4"
Croatia,2001,83,6229,1774,4455,"0,1","0,1","0,2","39,8"
Croatia,2001,84,5448,1546,3902,"0,1","0,1","0,2","39,6"
Croatia,2001,85-89,33061,8951,24110,"0,7","0,4","1,1","37,1"
Croatia,2001,90-94,12279,3080,9199,"0,3","0,1","0,4","33,5"
Croatia,2001,95-99,2153,480,1673,0,0,"0,1","28,7"
Croatia,2001,100+,117,26,91,0,0,0,"28,6"
Croatia,2002,Total,4442298,2134603,2307695,100,100,100,"92,5"
Croatia,2002,0,40334,20684,19650,"0,9",1,"0,9","105,3"
Croatia,2002,1,42760,21985,20775,1,1,"0,9","105,8"
Croatia,2002,2,44971,23141,21830,1,"1,1","0,9",106
Croatia,2002,3,46638,23906,22732,1,"1,1",1,"105,2"
Croatia,2002,4,51541,26378,25163,"1,2","1,2","1,1","104,8"
Croatia,2002,5,54526,28060,26466,"1,2","1,3","1,1",106
Croatia,2002,6,52284,26903,25381,"1,2","1,3","1,1",106
Croatia,2002,7,49173,25080,24093,"1,1","1,2",1,"104,1"
Croatia,2002,8,48629,24910,23719,"1,1","1,2",1,105
Croatia,2002,9,47942,24727,23215,"1,1","1,2",1,"106,5"
Croatia,2002,10,48842,25156,23686,"1,1","1,2",1,"106,2"
Croatia,2002,11,52460,26796,25664,"1,2","1,3","1,1","104,4"
Croatia,2002,12,52520,26846,25674,"1,2","1,3","1,1","104,6"
Croatia,2002,13,53467,27344,26123,"1,2","1,3","1,1","104,7"
Croatia,2002,14,55679,28420,27259,"1,3","1,3","1,2","104,3"
Croatia,2002,15,55992,28581,27411,"1,3","1,3","1,2","104,3"
Croatia,2002,16,57513,29385,28128,"1,3","1,4","1,2","104,5"
Croatia,2002,17,60569,30949,29620,"1,4","1,4","1,3","104,5"
Croatia,2002,18,61457,31362,30095,"1,4","1,5","1,3","104,2"
Croatia,2002,19,62066,31708,30358,"1,4","1,5","1,3","104,4"
Croatia,2002,20,62905,32136,30769,"1,4","1,5","1,3","104,4"
Croatia,2002,21,63928,32478,31450,"1,4","1,5","1,4","103,3"
Croatia,2002,22,64844,32951,31893,"1,5","1,5","1,4","103,3"
Croatia,2002,23,63941,32249,31692,"1,4","1,5","1,4","101,8"
Croatia,2002,24,63168,31801,31367,"1,4","1,5","1,4","101,4"
Croatia,2002,25,61725,31048,30677,"1,4","1,5","1,3","101,2"
Croatia,2002,26,61327,30856,30471,"1,4","1,4","1,3","101,3"
Croatia,2002,27,61447,31071,30376,"1,4","1,5","1,3","102,3"
Croatia,2002,28,60519,30349,30170,"1,4","1,4","1,3","100,6"
Croatia,2002,29,60134,30171,29963,"1,4","1,4","1,3","100,7"
Croatia,2002,30,59964,30233,29731,"1,3","1,4","1,3","101,7"
Croatia,2002,31,56890,28614,28276,"1,3","1,3","1,2","101,2"
Croatia,2002,32,56155,28190,27965,"1,3","1,3","1,2","100,8"
Croatia,2002,33,56624,28324,28300,"1,3","1,3","1,2","100,1"
Croatia,2002,34,58568,29211,29357,"1,3","1,4","1,3","99,5"
Croatia,2002,35,61436,30517,30919,"1,4","1,4","1,3","98,7"
Croatia,2002,36,63226,31415,31811,"1,4","1,5","1,4","98,8"
Croatia,2002,37,61584,30644,30940,"1,4","1,4","1,3",99
Croatia,2002,38,61624,30716,30908,"1,4","1,4","1,3","99,4"
Croatia,2002,39,63517,31557,31960,"1,4","1,5","1,4","98,7"
Croatia,2002,40,65466,32457,33009,"1,5","1,5","1,4","98,3"
Croatia,2002,41,66494,33002,33492,"1,5","1,5","1,5","98,5"
Croatia,2002,42,68022,33965,34057,"1,5","1,6","1,5","99,7"
Croatia,2002,43,68311,34058,34253,"1,5","1,6","1,5","99,4"
Croatia,2002,44,68461,34095,34366,"1,5","1,6","1,5","99,2"
Croatia,2002,45,70888,35354,35534,"1,6","1,7","1,5","99,5"
Croatia,2002,46,72033,36115,35918,"1,6","1,7","1,6","100,5"
Croatia,2002,47,73145,36928,36217,"1,6","1,7","1,6",102
Croatia,2002,48,69796,35285,34511,"1,6","1,7","1,5","102,2"
Croatia,2002,49,71292,35787,35505,"1,6","1,7","1,5","100,8"
Croatia,2002,50,65689,33232,32457,"1,5","1,6","1,4","102,4"
Croatia,2002,51,66398,33744,32654,"1,5","1,6","1,4","103,3"
Croatia,2002,52,67591,34415,33176,"1,5","1,6","1,4","103,7"
Croatia,2002,53,62892,31815,31077,"1,4","1,5","1,3","102,4"
Croatia,2002,54,58033,29329,28704,"1,3","1,4","1,2","102,2"
Croatia,2002,55,57110,28572,28538,"1,3","1,3","1,2","100,1"
Croatia,2002,56,41266,20265,21001,"0,9","0,9","0,9","96,5"
Croatia,2002,57,37230,17926,19304,"0,8","0,8","0,8","92,9"
Croatia,2002,58,40511,19129,21382,"0,9","0,9","0,9","89,5"
Croatia,2002,59,44594,20849,23745,1,1,1,"87,8"
Croatia,2002,60,46560,21600,24960,1,1,"1,1","86,5"
Croatia,2002,61,47294,21911,25383,"1,1",1,"1,1","86,3"
Croatia,2002,62,48546,22100,26446,"1,1",1,"1,1","83,6"
Croatia,2002,63,48411,21572,26839,"1,1",1,"1,2","80,4"
Croatia,2002,64,49398,21860,27538,"1,1",1,"1,2","79,4"
Croatia,2002,65,49731,21667,28064,"1,1",1,"1,2","77,2"
Croatia,2002,66,48054,20865,27189,"1,1",1,"1,2","76,7"
Croatia,2002,67,47484,20345,27139,"1,1",1,"1,2",75
Croatia,2002,68,47820,20288,27532,"1,1",1,"1,2","73,7"
Croatia,2002,69,46364,19106,27258,1,"0,9","1,2","70,1"
Croatia,2002,70,45195,18460,26735,1,"0,9","1,2",69
Croatia,2002,71,45176,18282,26894,1,"0,9","1,2",68
Croatia,2002,72,41478,16598,24880,"0,9","0,8","1,1","66,7"
Croatia,2002,73,38283,15017,23266,"0,9","0,7",1,"64,5"
Croatia,2002,74,34887,13295,21592,"0,8","0,6","0,9","61,6"
Croatia,2002,75,33501,11935,21566,"0,8","0,6","0,9","55,3"
Croatia,2002,76,30579,10159,20420,"0,7","0,5","0,9","49,8"
Croatia,2002,77,27894,8805,19089,"0,6","0,4","0,8","46,1"
Croatia,2002,78,25747,7910,17837,"0,6","0,4","0,8","44,3"
Croatia,2002,79,23379,6910,16469,"0,5","0,3","0,7",42
Croatia,2002,80,21837,6304,15533,"0,5","0,3","0,7","40,6"
Croatia,2002,81,18940,5407,13533,"0,4","0,3","0,6",40
Croatia,2002,82,17558,5070,12488,"0,4","0,2","0,5","40,6"
Croatia,2002,83,9600,2749,6851,"0,2","0,1","0,3","40,1"
Croatia,2002,84,5701,1589,4112,"0,1","0,1","0,2","38,6"
Croatia,2002,85-89,29060,7786,21274,"0,7","0,4","0,9","36,6"
Croatia,2002,90-94,13151,3270,9881,"0,3","0,2","0,4","33,1"
Croatia,2002,95-99,2402,534,1868,"0,1",0,"0,1","28,6"
Croatia,2002,100+,157,35,122,0,0,0,"28,7"
Croatia,2003,Total,4440867,2133717,2307150,100,100,100,"92,5"
Croatia,2003,0,39681,20364,19317,"0,9",1,"0,8","105,4"
Croatia,2003,1,40427,20732,19695,"0,9",1,"0,9","105,3"
Croatia,2003,2,42863,22038,20825,1,1,"0,9","105,8"
Croatia,2003,3,45077,23196,21881,1,"1,1","0,9",106
Croatia,2003,4,46748,23963,22785,"1,1","1,1",1,"105,2"
Croatia,2003,5,51651,26434,25217,"1,2","1,2","1,1","104,8"
Croatia,2003,6,54635,28111,26524,"1,2","1,3","1,1",106
Croatia,2003,7,52396,26956,25440,"1,2","1,3","1,1",106
Croatia,2003,8,49284,25133,24151,"1,1","1,2",1,"104,1"
Croatia,2003,9,48740,24962,23778,"1,1","1,2",1,105
Croatia,2003,10,48060,24784,23276,"1,1","1,2",1,"106,5"
Croatia,2003,11,48966,25215,23751,"1,1","1,2",1,"106,2"
Croatia,2003,12,52583,26855,25728,"1,2","1,3","1,1","104,4"
Croatia,2003,13,52642,26904,25738,"1,2","1,3","1,1","104,5"
Croatia,2003,14,53588,27401,26187,"1,2","1,3","1,1","104,6"
Croatia,2003,15,55816,28481,27335,"1,3","1,3","1,2","104,2"
Croatia,2003,16,56130,28634,27496,"1,3","1,3","1,2","104,1"
Croatia,2003,17,57645,29433,28212,"1,3","1,4","1,2","104,3"
Croatia,2003,18,60696,30995,29701,"1,4","1,5","1,3","104,4"
Croatia,2003,19,61582,31403,30179,"1,4","1,5","1,3","104,1"
Croatia,2003,20,62252,31783,30469,"1,4","1,5","1,3","104,3"
Croatia,2003,21,63112,32228,30884,"1,4","1,5","1,3","104,4"
Croatia,2003,22,64129,32564,31565,"1,4","1,5","1,4","103,2"
Croatia,2003,23,65043,33035,32008,"1,5","1,5","1,4","103,2"
Croatia,2003,24,64142,32335,31807,"1,4","1,5","1,4","101,7"
Croatia,2003,25,63338,31874,31464,"1,4","1,5","1,4","101,3"
Croatia,2003,26,61862,31102,30760,"1,4","1,5","1,3","101,1"
Croatia,2003,27,61466,30910,30556,"1,4","1,4","1,3","101,2"
Croatia,2003,28,61586,31127,30459,"1,4","1,5","1,3","102,2"
Croatia,2003,29,60659,30405,30254,"1,4","1,4","1,3","100,5"
Croatia,2003,30,60240,30217,30023,"1,4","1,4","1,3","100,6"
Croatia,2003,31,60039,30268,29771,"1,4","1,4","1,3","101,7"
Croatia,2003,32,56965,28649,28316,"1,3","1,3","1,2","101,2"
Croatia,2003,33,56230,28226,28004,"1,3","1,3","1,2","100,8"
Croatia,2003,34,56699,28359,28340,"1,3","1,3","1,2","100,1"
Croatia,2003,35,58641,29243,29398,"1,3","1,4","1,3","99,5"
Croatia,2003,36,61499,30532,30967,"1,4","1,4","1,3","98,6"
Croatia,2003,37,63283,31428,31855,"1,4","1,5","1,4","98,7"
Croatia,2003,38,61642,30658,30984,"1,4","1,4","1,3","98,9"
Croatia,2003,39,61677,30727,30950,"1,4","1,4","1,3","99,3"
Croatia,2003,40,63560,31552,32008,"1,4","1,5","1,4","98,6"
Croatia,2003,41,65473,32422,33051,"1,5","1,5","1,4","98,1"
Croatia,2003,42,66491,32962,33529,"1,5","1,5","1,5","98,3"
Croatia,2003,43,68013,33920,34093,"1,5","1,6","1,5","99,5"
Croatia,2003,44,68285,34002,34283,"1,5","1,6","1,5","99,2"
Croatia,2003,45,68388,34007,34381,"1,5","1,6","1,5","98,9"
Croatia,2003,46,70775,35234,35541,"1,6","1,7","1,5","99,1"
Croatia,2003,47,71892,35974,35918,"1,6","1,7","1,6","100,2"
Croatia,2003,48,72993,36779,36214,"1,6","1,7","1,6","101,6"
Croatia,2003,49,69638,35131,34507,"1,6","1,6","1,5","101,8"
Croatia,2003,50,71085,35598,35487,"1,6","1,7","1,5","100,3"
Croatia,2003,51,65464,33025,32439,"1,5","1,5","1,4","101,8"
Croatia,2003,52,66147,33516,32631,"1,5","1,6","1,4","102,7"
Croatia,2003,53,67326,34177,33149,"1,5","1,6","1,4","103,1"
Croatia,2003,54,62628,31579,31049,"1,4","1,5","1,3","101,7"
Croatia,2003,55,57694,29042,28652,"1,3","1,4","1,2","101,4"
Croatia,2003,56,56695,28243,28452,"1,3","1,3","1,2","99,3"
Croatia,2003,57,40975,20028,20947,"0,9","0,9","0,9","95,6"
Croatia,2003,58,36980,17721,19259,"0,8","0,8","0,8",92
Croatia,2003,59,40199,18886,21313,"0,9","0,9","0,9","88,6"
Croatia,2003,60,44161,20522,23639,1,1,1,"86,8"
Croatia,2003,61,46018,21190,24828,1,1,"1,1","85,3"
Croatia,2003,62,46694,21463,25231,"1,1",1,"1,1","85,1"
Croatia,2003,63,47924,21644,26280,"1,1",1,"1,1","82,4"
Croatia,2003,64,47744,21098,26646,"1,1",1,"1,2","79,2"
Croatia,2003,65,48531,21251,27280,"1,1",1,"1,2","77,9"
Croatia,2003,66,48655,20941,27714,"1,1",1,"1,2","75,6"
Croatia,2003,67,46943,20127,26816,"1,1","0,9","1,2","75,1"
Croatia,2003,68,46383,19621,26762,1,"0,9","1,2","73,3"
Croatia,2003,69,46623,19520,27103,1,"0,9","1,2",72
Croatia,2003,70,44954,18250,26704,1,"0,9","1,2","68,3"
Croatia,2003,71,43555,17494,26061,1,"0,8","1,1","67,1"
Croatia,2003,72,43423,17271,26152,1,"0,8","1,1",66
Croatia,2003,73,39875,15685,24190,"0,9","0,7",1,"64,8"
Croatia,2003,74,36670,14122,22548,"0,8","0,7",1,"62,6"
Croatia,2003,75,33155,12394,20761,"0,7","0,6","0,9","59,7"
Croatia,2003,76,31552,11014,20538,"0,7","0,5","0,9","53,6"
Croatia,2003,77,28661,9314,19347,"0,6","0,4","0,8","48,1"
Croatia,2003,78,26161,8077,18084,"0,6","0,4","0,8","44,7"
Croatia,2003,79,24012,7206,16806,"0,5","0,3","0,7","42,9"
Croatia,2003,80,21511,6206,15305,"0,5","0,3","0,7","40,5"
Croatia,2003,81,19832,5578,14254,"0,4","0,3","0,6","39,1"
Croatia,2003,82,17066,4741,12325,"0,4","0,2","0,5","38,5"
Croatia,2003,83,15806,4440,11366,"0,4","0,2","0,5","39,1"
Croatia,2003,84,8647,2408,6239,"0,2","0,1","0,3","38,6"
Croatia,2003,85-89,25108,6633,18475,"0,6","0,3","0,8","35,9"
Croatia,2003,90-94,13976,3418,10558,"0,3","0,2","0,5","32,4"
Croatia,2003,95-99,2613,584,2029,"0,1",0,"0,1","28,8"
Croatia,2003,100+,199,43,156,0,0,0,"27,6"
Croatia,2004,Total,4441435,2134350,2307085,100,100,100,"92,5"
Croatia,2004,0,39830,20537,19293,"0,9",1,"0,8","106,4"
Croatia,2004,1,39782,20415,19367,"0,9",1,"0,8","105,4"
Croatia,2004,2,40537,20787,19750,"0,9",1,"0,9","105,3"
Croatia,2004,3,42976,22096,20880,1,1,"0,9","105,8"
Croatia,2004,4,45194,23255,21939,1,"1,1",1,106
Croatia,2004,5,46862,24022,22840,"1,1","1,1",1,"105,2"
Croatia,2004,6,51767,26492,25275,"1,2","1,2","1,1","104,8"
Croatia,2004,7,54749,28168,26581,"1,2","1,3","1,2",106
Croatia,2004,8,52512,27014,25498,"1,2","1,3","1,1","105,9"
Croatia,2004,9,49398,25189,24209,"1,1","1,2",1,104
Croatia,2004,10,48849,25017,23832,"1,1","1,2",1,105
Croatia,2004,11,48175,24842,23333,"1,1","1,2",1,"106,5"
Croatia,2004,12,49082,25274,23808,"1,1","1,2",1,"106,2"
Croatia,2004,13,52698,26913,25785,"1,2","1,3","1,1","104,4"
Croatia,2004,14,52754,26959,25795,"1,2","1,3","1,1","104,5"
Croatia,2004,15,53712,27459,26253,"1,2","1,3","1,1","104,6"
Croatia,2004,16,55953,28539,27414,"1,3","1,3","1,2","104,1"
Croatia,2004,17,56264,28690,27574,"1,3","1,3","1,2",104
Croatia,2004,18,57776,29486,28290,"1,3","1,4","1,2","104,2"
Croatia,2004,19,60819,31042,29777,"1,4","1,5","1,3","104,2"
Croatia,2004,20,61796,31492,30304,"1,4","1,5","1,3","103,9"
Croatia,2004,21,62532,31908,30624,"1,4","1,5","1,3","104,2"
Croatia,2004,22,63384,32347,31037,"1,4","1,5","1,3","104,2"
Croatia,2004,23,64401,32682,31719,"1,5","1,5","1,4",103
Croatia,2004,24,65315,33153,32162,"1,5","1,6","1,4","103,1"
Croatia,2004,25,64384,32433,31951,"1,4","1,5","1,4","101,5"
